library,operation,iter,microseconds
mlkem-native,keygen,667,15.5930
mlkem-native,keygen,668,15.4720
mlkem-native,keygen,669,15.5820
mlkem-native,keygen,670,15.3650
mlkem-native,keygen,671,15.5690
mlkem-native,keygen,672,15.4420
mlkem-native,keygen,673,15.5630
mlkem-native,keygen,674,15.4160
mlkem-native,keygen,675,15.6310
mlkem-native,keygen,676,15.4270
mlkem-native,keygen,677,15.6730
mlkem-native,keygen,678,15.3090
mlkem-native,keygen,679,15.4710
mlkem-native,keygen,680,15.4260
mlkem-native,keygen,681,15.5610
mlkem-native,keygen,682,15.8570
mlkem-native,keygen,683,16.7000
mlkem-native,keygen,684,15.3170
mlkem-native,keygen,685,15.6440
mlkem-native,keygen,686,15.6090
mlkem-native,keygen,687,15.4070
mlkem-native,keygen,688,15.8050
mlkem-native,keygen,689,15.5600
mlkem-native,keygen,690,15.4590
mlkem-native,keygen,691,15.6720
mlkem-native,keygen,692,15.6960
mlkem-native,keygen,693,15.4730
mlkem-native,keygen,694,15.4950
mlkem-native,keygen,695,15.7880
mlkem-native,keygen,696,16.5600
mlkem-native,keygen,697,16.5520
mlkem-native,keygen,698,15.8650
mlkem-native,keygen,699,15.5680
mlkem-native,keygen,700,15.6640
mlkem-native,keygen,701,15.6540
mlkem-native,keygen,702,15.5560
mlkem-native,keygen,703,15.7150
mlkem-native,keygen,704,15.5550
mlkem-native,keygen,705,15.5970
mlkem-native,keygen,706,15.3720
mlkem-native,keygen,707,22.5340
mlkem-native,keygen,708,16.9020
mlkem-native,keygen,709,16.7010
mlkem-native,keygen,710,15.4460
mlkem-native,keygen,711,15.5890
mlkem-native,keygen,712,15.6320
mlkem-native,keygen,713,15.4240
mlkem-native,keygen,714,15.6790
mlkem-native,keygen,715,15.6460
mlkem-native,keygen,716,15.5460
mlkem-native,keygen,717,15.4260
mlkem-native,keygen,718,16.8150
mlkem-native,keygen,719,16.8290
mlkem-native,keygen,720,16.1760
mlkem-native,keygen,721,16.8530
mlkem-native,keygen,722,16.6240
mlkem-native,keygen,723,15.7220
mlkem-native,keygen,724,15.6200
mlkem-native,keygen,725,15.5890
mlkem-native,keygen,726,15.6130
mlkem-native,keygen,727,17.0370
mlkem-native,keygen,728,15.7020
mlkem-native,keygen,729,15.4230
mlkem-native,keygen,730,15.5190
mlkem-native,keygen,731,15.5280
mlkem-native,keygen,732,15.2660
mlkem-native,keygen,733,15.7920
mlkem-native,keygen,734,15.5890
mlkem-native,keygen,735,15.5270
mlkem-native,keygen,736,15.8290
mlkem-native,keygen,737,15.5700
mlkem-native,keygen,738,15.5570
mlkem-native,keygen,739,16.8720
mlkem-native,keygen,740,16.6030
mlkem-native,keygen,741,15.8610
mlkem-native,keygen,742,15.9620
mlkem-native,keygen,743,15.8880
mlkem-native,keygen,744,15.9270
mlkem-native,keygen,745,15.6910
mlkem-native,keygen,746,15.6930
mlkem-native,keygen,747,16.9140
mlkem-native,keygen,748,16.6500
mlkem-native,keygen,749,15.5370
mlkem-native,keygen,750,15.9170
mlkem-native,keygen,751,16.8670
mlkem-native,keygen,752,16.7800
mlkem-native,keygen,753,15.9600
mlkem-native,keygen,754,16.0190
mlkem-native,keygen,755,15.7440
mlkem-native,keygen,756,16.4670
mlkem-native,keygen,757,15.5310
mlkem-native,keygen,758,15.5860
mlkem-native,keygen,759,15.5470
mlkem-native,keygen,760,15.4770
mlkem-native,keygen,761,15.6270
mlkem-native,keygen,762,15.4820
mlkem-native,keygen,763,15.5980
mlkem-native,keygen,764,15.8240
mlkem-native,keygen,765,16.1790
mlkem-native,keygen,766,17.0580
mlkem-native,keygen,767,16.2640
mlkem-native,keygen,768,15.7120
mlkem-native,keygen,769,15.8520
mlkem-native,keygen,770,15.9810
mlkem-native,keygen,771,15.9320
